cycle,Finca,day,feed,initial_density,initial_population,initial_weight,morning_oxygen,morning_temperature,survival_rate,weight,sgr,fca
Goldenshrimp Ps 21-2018 Julio 17.xls,Goldenshrimp,85,1930.555556,12,1728000,0.2,4.3975,26.00125,64.4879,22,0.258823529,1.1
Goldenshrimp Ps 21-2018 Nov 10.xls,Goldenshrimp,110,2758.680556,13.1141875,1888443,0.2,4.33814433,24.70309278,52.048,23.4,0.212727273,1.7
Goldenshrimp Ps 21-2019 Marzo 25.xls,Goldenshrimp,128,3760.416667,12.006,1728864,0.45,3.885294118,27.91862745,47.5745,34.54,0.26984375,1.9
Goldenshrimp Ps 22-2017 Abril 13.xls,Goldenshrimp,84,2281.862745,12,1224000,0.2,4.315625,29.4734375,69.336,20,0.238095238,1.4
Goldenshrimp Ps 22-2017 Agosto 15.xls,Goldenshrimp,114,4602.941176,12,1224000,0.2,4.001801802,26.58018018,94.458,21,0.184210526,1.9
Goldenshrimp Ps 22-2017 Enero 15.xls,Goldenshrimp,80,1456.470588,12,1224000,0.2,4.527631579,26.35526316,45.91446701,20.22,0.25275,1.3
Goldenshrimp Ps 22-2017 Nov 20.xls,Goldenshrimp,92,2279.411765,11,1122000,0.2,4.123076923,25.26483516,69.0246,25.12,0.273043478,1.2
Goldenshrimp Ps 22-2018 Marzo 2.xls,Goldenshrimp,93,2806.372549,12,1224000,0.2,3.728888889,27.507,77.5266,20.5,0.220430108,1.5
Goldenshrimp Ps 22-2018 Mayo 30.xls,Goldenshrimp,80,3904.411765,12.18823529,1243200,0.2,3.30375,28.1425,116.305,16.96,0.212,1.6
Goldenshrimp Ps 22-2018 Octubre 9.xls,Goldenshrimp,118,3002.45098,12.51764706,1276800,0.2,4.382242991,24.50934579,61.427,27.5,0.233050847,1.4
Goldenshrimp Ps 22-2019 Marzo 8.xls,Goldenshrimp,138,6161.764706,13.64705882,1392000,0.2,2.687719298,27.0377193,81.571,25.6,0.185507246,2.2
Goldenshrimp Ps 23-2017 Abril 11.xls,Goldenshrimp,82,1920.212766,11.57084043,1087659,0.2,4.306349206,29.41269841,57.222,20.05,0.244512195,1.4
Goldenshrimp Ps 23-2017 Agosto 11.xls,Goldenshrimp,110,4726.06383,12,1128000,0.2,3.661682243,26.70280374,107.301,17.89,0.162636364,2.1
Goldenshrimp Ps 23-2017 Nov 22.xls,Goldenshrimp,94,2170.212766,12,1128000,0.2,4.290322581,25.44086022,72.836,20,0.212765957,1.2
Goldenshrimp Ps 23-2018 Marzo 3.xls,Goldenshrimp,94,2236.702128,12,1128000,0.2,4.021978022,27.75054945,61.948,21.5,0.228723404,1.4
Goldenshrimp Ps 23-2018 Mayo 30.xls,Goldenshrimp,80,2425.531915,10.29840426,968050,0.2,4.065,28.4075,75.7693,22.21,0.277625,1.4
Goldenshrimp Ps 23-2018 Octubre 24.xls,Goldenshrimp,132,4311.170213,12.80851064,1204000,0.2,3.858333333,24.69083333,71.768,24.8,0.187878788,1.9
Goldenshrimp Ps 23-2019 Febrero 19.xls,Goldenshrimp,106,3611.702128,12.006,1128564,0.2,3.343529412,27.21294118,67.288,25.14,0.237169811,1.8
Goldenshrimp Ps 24-2017 Abril 27.xls,Goldenshrimp,79,2818.181818,12,792000,0.2,4.020967742,29.48225806,97.35796519,16.6,0.210126582,1.5
Goldenshrimp Ps 24-2017 Agosto 21.xls,Goldenshrimp,96,3545.454545,12.34457576,814742,0.2,4.486170213,25.85212766,95.58938334,19.26,0.200625,1.6
Goldenshrimp Ps 24-2017 Dic 19.xls,Goldenshrimp,113,2340.909091,11,726000,0.2,4.12,25.55765766,54.748,27.12,0.24,1.4
Goldenshrimp Ps 24-2017 Febrero 2.xls,Goldenshrimp,97,1507.575758,12,792000,0.2,4.827956989,26.76989247,50.55416986,19.39,0.199896907,1.3
Goldenshrimp Ps 24-2018 Abril 16.xls,Goldenshrimp,108,3507.575758,12,792000,0.2,3.804716981,28.34339623,66.222,26,0.240740741,1.7
Goldenshrimp Ps 24-2018 Julio 29.xls,Goldenshrimp,100,3361.742424,12,792000,0.2,4.175789474,25.91263158,90.492,21.5,0.215,1.4
Goldenshrimp Ps 24-2019 Abril 17.xls,Goldenshrimp,87,4196.969697,13.00045455,858030,0.2,3.425,29.17794118,65.97383706,27.06,0.311034483,1.8
Goldenshrimp Ps 24-2019 Enero 10.xls,Goldenshrimp,154,5897.727273,13.1030303,864800,0.2,3.456060606,25.34166667,51.51,30,0.194805195,2.9
Goldenshrimp Ps 25-2017 Agosto19.xls,Goldenshrimp,90,2829.545455,12.21875,1075250,0.2,4.382954545,25.47272727,91.83351192,17.17,0.190777778,1.5
Goldenshrimp Ps 25-2017 Mayo 11.xls,Goldenshrimp,94,3778.409091,12,1056000,0.2,3.331578947,29.26184211,99.927,15.94,0.169574468,2
Goldenshrimp Ps 25-2018 Junio 29.xls,Goldenshrimp,93,3772.727273,13,1144000,0.2,3.537078652,26.70337079,93.769,19.25,0.206989247,1.6
Goldenshrimp Ps 25-2018 Marzo 21.xls,Goldenshrimp,97,3428.977273,12,1056000,0.2,3.370967742,27.87741935,80.70667614,21.2,0.218556701,1.7
Goldenshrimp Ps 25-2018 Octubre 24.xls,Goldenshrimp,111,2593.75,12,1056000,0.2,4.353921569,24.34313725,59.85189316,24.2,0.218018018,1.5
Goldenshrimp Ps 25-2019 Marzo 7.xls,Goldenshrimp,122,4255.681818,12.006,1056528,0.2,2.965346535,27.08910891,67.10167982,25.71,0.210737705,2.1
Goldenshrimp Ps 26-2017 Junio 11.xls,Goldenshrimp,92,3430.769231,12,1560000,0.2,3.702469136,28.55185185,112.324,16.55,0.179891304,1.5
Goldenshrimp Ps 26-2017 Marzo 11.xls,Goldenshrimp,92,2900,12,1560000,0.2,4.132,28.372,96.636,16.9,0.183695652,1.5
Goldenshrimp Ps 26-2017 Sept 23.xls,Goldenshrimp,75,2292.307692,10,1300000,0.2,4.629333333,24.664,106.555,17.9,0.238666667,1.2
Goldenshrimp Ps 26-2018 Abril 20.xls,Goldenshrimp,98,3796.153846,11.61538462,1510000,0.2,3.552040816,28.08265306,110.073,17.27,0.17622449,1.7
Goldenshrimp Ps 26-2018 Dic 9.xls,Goldenshrimp,122,4717.307692,14.4,1872000,0.2,3.555140187,24.43271028,80.718,24.5,0.200819672,1.7
Goldenshrimp Ps 26-2018 Enero 4.xls,Goldenshrimp,97,1528.846154,12,1560000,0.2,4.081111111,25.11588889,48.15042373,23.6,0.243298969,1.1
Goldenshrimp Ps 26-2018 Julio 29.xls,Goldenshrimp,96,2296.153846,12,1560000,0.2,4.637362637,25.35384615,64.226,23.5,0.244791667,1.3
Goldenshrimp Ps 26-2019 Abril 5.xls,Goldenshrimp,113,3919.230769,13.0065,1690845,0.2,3.338636364,28.27159091,79.331,22.45,0.198672566,1.7
Goldenshrimp Ps 27-2017 Junio 30.xls,Goldenshrimp,84,3128.164557,12,1896000,0.2,4.55125,27.7425,97.257,17.61,0.209642857,1.5
Goldenshrimp Ps 27-2017 Marzo 26.xls,Goldenshrimp,84,2689.873418,12,1896000,0.2,4.7,28.66774194,78.394,19.26,0.229285714,1.5
Goldenshrimp Ps 27-2017 Sept 22.xls,Goldenshrimp,74,2014.240506,10,1580000,0.2,4.578082192,24.61917808,86.32,19.69,0.266081081,1.2
Goldenshrimp Ps 27-2018 Agosto 27.xls,Goldenshrimp,95,3017.405063,13,2054000,0.2,3.428888889,24.24555556,115.66,17,0.178947368,1.2
Goldenshrimp Ps 27-2018 Febrero 3.xls,Goldenshrimp,127,4098.101266,11,1738000,0.2,3.837096774,25.66532258,72.456,25.22,0.198582677,2
Goldenshrimp Ps 27-2018 Mayo 18.xls,Goldenshrimp,97,2922.468354,12,1896000,0.1,3.823958333,28.0125,79.979,19.28,0.198762887,1.6
Goldenshrimp Ps 27-2019 Enero 18.xls,Goldenshrimp,104,2235.759494,12.4443038,1966200,0.26,3.806741573,25.5258427,58.814,23.14,0.2225,1.3
Goldenshrimp Ps 27-2019 Mayo 17.xls,Goldenshrimp,110,5253.164557,13.0065,2055027,0.2,3.685057471,28.58850575,82.561,23.75,0.215909091,2.1
Goldenshrimp Ps 28-2017 Junio 24.xls,Goldenshrimp,98,3260.714286,12,840000,0.08,3.990721649,28.40618557,90.26975702,19.5,0.198979592,1.5
Goldenshrimp Ps 28-2017 Marzo 13.xls,Goldenshrimp,83,2686.857143,12,840000,0.2,4.140322581,28.33333333,83.52588221,19.85,0.239156627,1.4
Goldenshrimp Ps 28-2017 Nov 21.xls,Goldenshrimp,113,2782.142857,11,770000,0.2,4.275675676,24.74504505,65.646,23.07,0.204159292,1.7
Goldenshrimp Ps 28-2018 Marzo 5.xls,Goldenshrimp,97,3514.285714,12,840000,0.2,3.291304348,27.04782609,78.54471814,21,0.216494845,1.8
Goldenshrimp Ps 28-2018 Mayo 31.xls,Goldenshrimp,83,2475,12,840000,0.2,3.793975904,27.68313253,68.65549478,19.98,0.240722892,1.5
Goldenshrimp Ps 28-2018 Octubre 29.xls,Goldenshrimp,139,4207.142857,14.16285714,991400,0.2,4.2872,24.1856,56.2616326,27.87,0.200503597,1.9
Goldenshrimp Ps 28-2019 Marzo 18.xls,Goldenshrimp,133,5514.285714,13.0065,910455,0.2,3.182568807,27.04036697,77.53569975,23.37,0.175714286,2.3
Goldenshrimp Ps 29-2017 Julio 7.xls,Goldenshrimp,81,3103.333333,12,1800000,0.2,4.25375,27.47375,78.623,16.3,0.201234568,2
Goldenshrimp Ps 29-2018 Febrero 20.xls,Goldenshrimp,99,1778.333333,12,1800000,0.2,3.707608696,26.85543478,53.675,22.74,0.22969697,1.2
Goldenshrimp Ps 29-2018 Mayo 29.xls,Goldenshrimp,82,3101.666667,16.2806,2442090,0.2,3.85875,28.075,61.774,18.44,0.224878049,1.7
Goldenshrimp Ps 29-2018 Sept 27.xls,Goldenshrimp,106,1693.333333,13.32866667,1999300,0.2,4.825,24.416,47.447,23,0.216981132,1.2
Goldenshrimp Ps 29-2019 Enero 22.xls,Goldenshrimp,108,3605,12.789,1918350,0.25,3.655913978,25.75053763,63.6788,25.2,0.233333333,1.8
Goldenshrimp Ps 29-2019 Mayo 19.xls,Goldenshrimp,110,3938.333333,10.63604,1595406,0.2,3.938850575,28.73448276,71.254,26.27,0.238818182,2
Goldenshrimp Ps 3-2016 Julio 19.xls,Goldenshrimp,91,2579.487179,10,1950000,0.2,4.753571429,28.14285714,83.12,20.5,0.225274725,1.5
Goldenshrimp Ps 3-2017 Abril 26.xls,Goldenshrimp,79,3155.737705,12,2196000,0.2,4.673333333,29.95666667,83.118,17,0.215189873,1.9
Goldenshrimp Ps 3-2017 Agosto 23.xls,Goldenshrimp,98,4001.36612,12,2196000,0.2,4.15625,26.24583333,83.118,19.09,0.194795918,2.6
Goldenshrimp Ps 3-2017 Dic 4.xls,Goldenshrimp,96,2636.612022,11,2013000,0.2,4.209574468,25.88297872,83.118,20.19,0.2103125,1.5
Goldenshrimp Ps 3-2018 Abril 20.xls,Goldenshrimp,128,4081.967213,11,2013000,0.2,3.9272,28.9056,81.06,24.5,0.19140625,2.1
Goldenshrimp Ps 3-2018 Julio 14.xls,Goldenshrimp,78,2863.387978,10,1830000,0.2,4.171621622,26.58108108,98.225,22,0.282051282,1.3
Goldenshrimp Ps 3-2018 Octubre 28.xls,Goldenshrimp,101,2819.672131,14.001,2562183,0.2,4.751111111,25.32888889,98.225,27.33,0.270594059,1.3
Goldenshrimp Ps 3-2019 Enero 19.xls,Goldenshrimp,79,1945.355191,10,1830000,0.2,4.086956522,27.06811594,78.45442915,22.04,0.278987342,1.1
Goldenshrimp Ps 3-2019 Mayo 20.xls,Goldenshrimp,111,5846.994536,12.84180328,2350050,0.2,3.240229885,29.51149425,17.3,22.85,0.205855856,11.5
Goldenshrimp Ps 30-2017 Agosto 26.xls,Goldenshrimp,99,3099.537037,12,1296000,0.2,4.458762887,25.87113402,55.008685,19.51,0.197070707,2.4
Goldenshrimp Ps 30-2017 Dic 5.xls,Goldenshrimp,97,2321.759259,12.006,1296648,0.2,3.753125,25.65104167,49.19089279,28.01,0.288762887,1.4
Goldenshrimp Ps 30-2018 Junio 19.xls,Goldenshrimp,83,2763.888889,12.5,1350000,0.2,4.091463415,27.71829268,56.90167407,24.5,0.295180723,1.6
Goldenshrimp Ps 30-2018 Marzo 23.xls,Goldenshrimp,101,3701.388889,12,1296000,0.2,3.532291667,28.33854167,76.4116,21.8,0.215841584,1.9
Goldenshrimp Ps 30-2018 Octubre 11.xls,Goldenshrimp,133,2622.685185,13.69444444,1479000,0.2,4.080412371,24.96804124,77.53569975,29.9,0.22481203,1.4
Goldenshrimp Ps 30-2019 Febrero 6.xls,Goldenshrimp,108,2611.111111,13.69444444,1479000,0.2,3.331460674,27.08876404,45.04151569,28.18,0.260925926,1.5
Goldenshrimp Ps 31-2017 Julio 19.xls,Goldenshrimp,82,2814.465409,12,1908000,0.2,4.216049383,27.19753086,77.757,17.2,0.209756098,1.8
Goldenshrimp Ps 31-2017 Octubre 20.xls,Goldenshrimp,86,2649.371069,11,1749000,0.2,4.051764706,25.57647059,100.541,18.23,0.211976744,1.3
Goldenshrimp Ps 31-2018 Abril 5.xls,Goldenshrimp,114,3471.698113,11.5,1828500,0.2,3.762727273,28.61818182,71.012,25.8,0.226315789,1.7
Goldenshrimp Ps 31-2018 Julio 2.xls,Goldenshrimp,83,2748.427673,12,1908000,0.2,4.2,27.18,81.7525,21,0.253012048,1.3
Goldenshrimp Ps 31-2018 Octubre 10.xls,Goldenshrimp,95,2734.27673,12,1908000,0.25,4.122988506,25.07586207,69.242,24.6,0.258947368,1.3
Goldenshrimp Ps 31-2019 Febrero 4.xls,Goldenshrimp,106,3133.647799,14.22641509,2262000,0.2,3.232183908,27.08735632,55.269,24.36,0.229811321,1.6
Goldenshrimp Ps 31-2019 Mayo 18.xls,Goldenshrimp,84,3380.503145,13.00650314,2068034,0.53,2.814084507,29.52957746,82.551,19.45,0.231547619,1.6
Goldenshrimp Ps 32-2017 Junio 20.xls,Goldenshrimp,94,3601.851852,12,648000,0.08,4.070967742,28.53870968,89.82425165,19.64,0.20893617,1.7
Goldenshrimp Ps 32-2017 Octubre 8.xls,Goldenshrimp,90,3768.518519,12,648000,0.2,4.622222222,25.10898876,123.1968795,19,0.211111111,1.3
Goldenshrimp Ps 32-2018 Agosto 27.xls,Goldenshrimp,112,4351.851852,16.84094444,909411,0.2,3.942592593,25.26574074,59.64214958,23.8,0.2125,1.8
Goldenshrimp Ps 32-2018 Dic 22.xls,Goldenshrimp,108,3842.592593,14.5,783000,0.2,3.883516484,25.3,61.06114186,27,0.25,1.6
Goldenshrimp Ps 32-2018 Febrero 1.xls,Goldenshrimp,84,2814.814815,11,594000,0.2,4.051898734,26.49746835,86.46973064,20,0.238095238,1.5
Goldenshrimp Ps 32-2018 Mayo 1.xls,Goldenshrimp,81,3078.703704,12,648000,0.2,3.7325,28.51625,89.46727078,20.62,0.254567901,1.4
Goldenshrimp Ps 32-2019 Marzo 25.xls,Goldenshrimp,85,2541.666667,13.50675926,729365,0.2,3.940909091,28.85454545,48.92703338,27.64,0.325176471,1.4
Goldenshrimp Ps 33-2017 Octubre 8.xls,Goldenshrimp,90,2396.875,11,1760000,0.2,4.608988764,25.48988764,54.66369768,26.5,0.294444444,1.5
Goldenshrimp Ps 33-2018 Enero 5.xls,Goldenshrimp,86,1692.1875,12.53125,2005000,0.2,3.988461538,26.06153846,39.614,27.67,0.321744186,1.2
Goldenshrimp Ps 33-2018 Julio 28.xls,Goldenshrimp,83,2164.0625,12.56986875,2011179,0.2,4.041772152,25.85696203,56.404,23,0.277108434,1.3
Goldenshrimp Ps 33-2018 Mayo 1.xls,Goldenshrimp,110,3714.0625,12,1920000,0.2,3.802752294,29.02477064,74.574,24,0.218181818,1.7
Goldenshrimp Ps 33-2018 Noviembre 10.xls,Goldenshrimp,95,2682.8125,12,1920000,0.2,3.5425,25.33125,67.802,24,0.252631579,1.4
Goldenshrimp Ps 33-2019 Febrero 7.xls,Goldenshrimp,79,1665.625,13.0065,2081040,0.2,4.017460317,27.6031746,39.32,27.8,0.351898734,1.2
Goldenshrimp Ps 34-2017 Agosto 23.xls,Goldenshrimp,92,3166.666667,12,1728000,0.2,4.387912088,25.72747253,94.92,17.7,0.192391304,1.6
Goldenshrimp Ps 34-2017 Dic 20.xls,Goldenshrimp,112,1828.125,12,1728000,0.2,4.282954545,25.52636364,51.997,24.7,0.220535714,1.2
Goldenshrimp Ps 34-2017 Mayo 10.xls,Goldenshrimp,78,3085.069444,12,1728000,0.2,3.707142857,29.67285714,89.953,16.61,0.212948718,1.7
Goldenshrimp Ps 34-2018 Abril 1.xls,Goldenshrimp,95,3970.486111,12,1728000,0.2,3.510869565,28.38913043,85.239,22,0.231578947,1.8
Goldenshrimp Ps 34-2018 Julio 1.xls,Goldenshrimp,86,2690.972222,11.67083333,1680600,0.2,3.891463415,26.96341463,65.079,25.9,0.301162791,1.4
Goldenshrimp Ps 34-2018 Octubre 9.xls,Goldenshrimp,96,2515.625,12,1728000,0.2,4.039310345,24.68965517,62.838,24.29,0.253020833,1.4
Goldenshrimp Ps 34-2019 Enero 22.xls,Goldenshrimp,94,4083.333333,13.01979167,1874850,0.55,3.203703704,26.49012346,82.325,21.94,0.233404255,1.7
Goldenshrimp Ps 34-2019 Mayo 19.xls,Goldenshrimp,100,4722.222222,13.566,1953504,0.2,2.88625,29.14625,85.7,22.06,0.2206,1.8
Goldenshrimp Ps 35-2017 Abril 3.xls,Goldenshrimp,96,2588.75,10,2000000,0.2,4.878947368,28.97631579,72.496,23.23,0.241979167,1.5
Goldenshrimp Ps 35-2017 Julio 29.xls,Goldenshrimp,102,3775,13,2600000,0.2,4.043564356,27.01881188,81.132,19.54,0.191568627,1.8
Goldenshrimp Ps 35-2017 Octubre 22.xls,Goldenshrimp,83,2071.25,11,2200000,0.2,4.284146341,25.31463415,71.76,19.59,0.236024096,1.3
Goldenshrimp Ps 35-2018  Febrero1.xls,Goldenshrimp,94,1356.25,15.22835,3045670,0.2,4.352222222,26.38222222,27.1098,26.7,0.284042553,1.2
Goldenshrimp Ps 35-2018 Agosto 30.xls,Goldenshrimp,113,3481.25,13.4385,2687700,0.2,3.926851852,25.03888889,72.9673,23.4,0.207079646,1.5
Goldenshrimp Ps 35-2018 Mayo 3.xls,Goldenshrimp,83,2527.5,11,2200000,0.2,3.863414634,28.5402439,76.82128704,20.83,0.250963855,1.4
Goldenshrimp Ps 35-2019 Enero 8.xls,Goldenshrimp,105,826.25,11.428755,2285751,0.2,4.513953488,25.81744186,15.74340425,34.9,0.332380952,1.3
Goldenshrimp Ps 36-2017 Agosto 24.xls,Goldenshrimp,96,2936.904762,12,2520000,0.13,4.40212766,25.82446809,77.121,18.36,0.19125,1.7
Goldenshrimp Ps 36-2017 Dic 7.xls,Goldenshrimp,97,2204.761905,12,2520000,0.2,3.877894737,25.49263158,65.356,22.7,0.234020619,1.2
Goldenshrimp Ps 36-2017 Mayo 9.xls,Goldenshrimp,78,2248.809524,12,2520000,0.2,4.155072464,29.81449275,78.203,16.48,0.211282051,1.5
Goldenshrimp Ps 36-2018 Abril 1.xls,Goldenshrimp,104,2707.142857,12,2520000,0.2,3.97,28.327,44.107,28.97,0.278557692,1.8
Goldenshrimp Ps 36-2018 Julio 1.xls,Goldenshrimp,85,2246.428571,12.21419048,2564980,0.4,4.152439024,26.93414634,48.707,27.2,0.32,1.4
Goldenshrimp Ps 36-2018 Octubre 25.xls,Goldenshrimp,110,4073.809524,14.25114286,2992740,0.2,3.785858586,24.71515152,73.607,25.9,0.235454545,1.6
Goldenshrimp Ps 36-2019 Febrero 5.xls,Goldenshrimp,96,3083.333333,12.42857143,2610000,0.2,3.73375,26.9225,73.607,21.39,0.2228125,1.6
Goldenshrimp Ps 37-2016 Diciembre 19.xls,Goldenshrimp,88,2800,12,480000,0.2,4.2375,27.33295455,97.76152578,16.68,0.189545455,1.4
Goldenshrimp Ps 37-2016 Septiembre 6.xls,Goldenshrimp,111,3263.75,11,440000,0.2,4.008653846,25.48269231,73.17761919,24.14,0.217477477,1.7
Goldenshrimp Ps 37-2017 Diciembre 20.xls,Goldenshrimp,82,2987.5,12,480000,0.2,4.548148148,25.10123457,70.64703733,24,0.292682927,1.5
Goldenshrimp Ps 37-2017 Junio 26.xls,Goldenshrimp,96,4156.25,12,480000,0.2,4.097849462,27.57419355,99.86889858,19.77,0.2059375,1.8
Goldenshrimp Ps 37-2017 Marzo 17.xls,Goldenshrimp,85,3043.75,12,480000,0.2,4.058823529,28.48235294,68.34685146,21.24,0.249882353,1.8
Goldenshrimp Ps 37-2017 Septiembre 22.xls,Goldenshrimp,83,2593.75,12,480000,0.4,4.069135802,25.1382716,76.34090831,19.45,0.234337349,1.5
Goldenshrimp Ps 37-2018 Abril 20.xls,Goldenshrimp,86,4143.75,15,600000,0.2,4.238823529,25.06470588,76.92909127,21,0.244186047,1.7
Goldenshrimp Ps 37-2018 Julio 28.xls,Goldenshrimp,95,4137.5,15,600000,0.2,4.221276596,25.10425532,82.00659167,20,0.210526316,1.7
Goldenshrimp Ps 37-2018 Nov 25.xls,Goldenshrimp,116,2212.5,20,800000,0.2,4.27745098,25.04019608,25.75726667,30,0.25862069,1.4
Goldenshrimp Ps 38-2016 Agosto 5.xls,Goldenshrimp,70,1389.867841,11,2497000,0.5,4.15,26.04571429,66.15514828,19,0.271428571,1
Goldenshrimp Ps 38-2016 Febrero 14.xls,Goldenshrimp,121,3121.013216,12.11453744,2750000,0.2,4.079661017,27.62231638,61.85055311,23.76,0.196363636,1.8
Goldenshrimp Ps 38-2016 Noviembre 15.xls,Goldenshrimp,81,2157.488987,11,2497000,0.2,4.07012987,25.15454545,80.84719927,19.34,0.238765432,1.3
Goldenshrimp Ps 38-2017 Junio 29.xls,Goldenshrimp,105,3668.502203,12,2724000,0.2,3.994285714,26.8047619,75.03255305,22.09,0.210380952,1.8
Goldenshrimp Ps 38-2017 Octubre 25.xls,Goldenshrimp,113,4453.744493,12,2724000,0.2,4.205357143,25.14375,103.8310955,20.36,0.180176991,1.8
Goldenshrimp Ps 38-2018 Dic 21.xls,Goldenshrimp,80,1125.550661,11.000837,2497190,0.2,4.5671875,25.2078125,41.8115,25.25,0.315625,1
Goldenshrimp Ps 38-2018 Junio 4.xls,Goldenshrimp,86,2600.220264,11.61200881,2635926,0.2,4.001204819,25.0686747,71.246,22,0.255813953,1.4
Goldenshrimp Ps 38-2018 Sept 25.xls,Goldenshrimp,110,2830.396476,10,2270000,0.2,4.054117647,24.94823529,74.058,28.57,0.259727273,1.3
Goldenshrimp Ps 38-2019 Abril 21.xls,Goldenshrimp,108,4924.008811,14.00055947,3178127,0.2,3.803157895,28.70421053,89.0645,22,0.203703704,1.8
Goldenshrimp Ps 39-2016 Agosto 7.xls,Goldenshrimp,77,1817.982456,11,1254000,0.2,4.132432432,27.34054054,57.97741069,20,0.25974026,1.4
Goldenshrimp Ps 39-2016 Diciembre 1.xls,Goldenshrimp,97,2949.561404,11,1254000,0.2,4.36185567,25.4443299,74.66819002,20.51,0.211443299,1.8
Goldenshrimp Ps 39-2016 Mayo 9.xls,Goldenshrimp,155,4977.412281,12,1368000,0.2,4.233333333,26.85918367,11.62707689,29.72,0.191741935,12
Goldenshrimp Ps 39-2017 Agosto 25.xls,Goldenshrimp,86,3015.957447,12,1128000,0.2,4.148192771,26.94939759,107.6231223,16.1,0.187209302,1.5
Goldenshrimp Ps 39-2017 mayo 28.xls,Goldenshrimp,71,3531.914894,11.26973404,1059355,2,4.323943662,26.77464789,97.23104218,18.04,0.254084507,1.8
Goldenshrimp Ps 39-2018 Junio 17.xls,Goldenshrimp,83,2867.021277,11,1034000,0.2,4.139759036,25.14096386,83.724,22,0.265060241,1.4
Goldenshrimp Ps 39-2018 Octubre 27.xls,Goldenshrimp,126,2984.042553,13,1222000,0.33,4.580733945,25.03577982,45.74992141,29.31,0.232619048,1.7
Goldenshrimp Ps 39-2019 Marzo 21.xls,Goldenshrimp,130,5531.914894,10.78723404,1014000,0.2,2.89375,28.57589286,85.978,27,0.207692308,2.2
Goldenshrimp Ps 4-2015 Agosto 17.xls,Goldenshrimp,144,4345.238095,15.47619048,650000,0.2,4.031205674,26.4070922,68.92220484,24.86,0.172638889,1.6
Goldenshrimp Ps 4-2016 Enero 24.xls,Goldenshrimp,145,6061.904762,15.47619048,650000,0.2,4.072262774,27.09124088,73.32379709,24.02,0.165655172,2.2
Goldenshrimp Ps 4-2016 Mayo 3.xls,Goldenshrimp,97,3277.97619,12,504000,0.2,5.245348837,29.4755814,84.16979781,21.09,0.21742268,1.5
Goldenshrimp Ps 4-2017 Dic 8.xls,Goldenshrimp,100,1994.047619,11,462000,0.2,4.775757576,25.75353535,50.903,20.7,0.207,1.7
Goldenshrimp Ps 4-2017 Mayo 27.xls,Goldenshrimp,98,1898.809524,6.939285714,291450,2,4.912643678,29.7816092,41.11,30.5,0.31122449,2.2
Goldenshrimp Ps 4-2018 Marzo 8.xls,Goldenshrimp,77,1666.666667,12,504000,0.2,4.410810811,28.70540541,37.562,20,0.25974026,1.9
Goldenshrimp Ps 40-2015 Diciembre 28.xls,Goldenshrimp,122,3232.642276,13.00813008,1600000,0.2,4.511304348,26.10086957,75.48610714,21,0.172131148,1.6
Goldenshrimp Ps 40-2016 Octubre 19.xls,Goldenshrimp,84,1676.829268,11,1353000,0.2,4.046428571,25.04285714,79.32416535,17.29,0.205833333,1.1
Goldenshrimp Ps 40-2017 Abril 15.xls,Goldenshrimp,85,2436.99187,12,1476000,0.2,3.683529412,27.42352941,65.45420793,22,0.258823529,1.4
Goldenshrimp Ps 40-2017 Enero 18.xls,Goldenshrimp,85,2550.813008,12,1476000,0.2,4.257647059,27.22,87.14564678,18.54,0.218117647,1.3
Goldenshrimp Ps 40-2017 Julio 10.xls,Goldenshrimp,80,3762.195122,12,1476000,0.2,4.235,25.89125,98.52328317,19.62,0.24525,1.6
Goldenshrimp Ps 40-2017 Noviembre 21.xls,Goldenshrimp,120,4918.699187,11,1353000,0.2,4.265254237,25.36440678,113.1814678,23.07,0.19225,1.7
Goldenshrimp Ps 40-2018 Abril 29.xls,Goldenshrimp,70,2750,11,1353000,0.2,4.491304348,25.21304348,85.973,22,0.314285714,1.3
Goldenshrimp Ps 40-2018 Agosto 28.xls,Goldenshrimp,113,4778.455285,13,1599000,0.2,4.310989011,25.7032967,80.727,27.78,0.245840708,1.6
Goldenshrimp Ps 40-2018 Dic 26.xls,Goldenshrimp,104,2607.723577,13,1599000,0.2,4.578723404,25.38404255,48.952,28.8,0.276923077,1.4
Goldenshrimp Ps 40-2018 Febrero 15.xls,Goldenshrimp,81,2514.227642,12,1476000,0.2,4.134615385,27.16923077,78.336,19.44,0.24,1.4
Goldenshrimp Ps 40-2019 Abril 22.xls,Goldenshrimp,107,5199.186992,14,1722000,0.5,3.304716981,28.73773585,94.775,23.54,0.22,1.7
Goldenshrimp Ps 41-2016 Julio 31.xls,Goldenshrimp,96,2397.277228,10,2020000,0.2,4.120454545,26.08863636,78.94384147,21.67,0.225729167,1.4
Goldenshrimp Ps 41-2016 Octubre 15.xls,Goldenshrimp,71,2274.709302,11,1892000,0.2,4.541428571,24.96285714,97.08131683,18.31,0.257887324,1.2
Goldenshrimp Ps 41-2017 Abril 14.xls,Goldenshrimp,87,2308.139535,12,2064000,0.2,4.025287356,27.24942529,68.29111143,20,0.229885057,1.4
Goldenshrimp Ps 41-2017 Enero 13.xls,Goldenshrimp,80,2268.895349,12,2064000,0.2,4.250666667,27.05733333,90.99486569,17.28,0.216,1.2
